"GEO_ID","NAME","P2_001N","P2_001NA","P2_002N","P2_002NA","P2_003N","P2_003NA","P2_004N","P2_004NA",
"Geography","Geographic Area Name"," !!Total:","Annotation of  !!Total:"," !!Total:!!Urban","Annotation of  !!Total:!!Urban"," !!Total:!!Rural","Annotation of  !!Total:!!Rural"," !!Total:!!Not defined for this file","Annotation of  !!Total:!!Not defined for this file",
"0500000US13183","Long County, Georgia","16168","null","3195","null","12973","null","0","null",
"0500000US13185","Lowndes County, Georgia","118251","null","76769","null","41482","null","0","null",
"0500000US13187","Lumpkin County, Georgia","33488","null","6508","null","26980","null","0","null",
"0500000US13189","McDuffie County, Georgia","21632","null","8788","null","12844","null","0","null",
"0500000US13191","McIntosh County, Georgia","10975","null","0","null","10975","null","0","null",
"0500000US13193","Macon County, Georgia","12082","null","0","null","12082","null","0","null",
"0500000US13195","Madison County, Georgia","30120","null","2814","null","27306","null","0","null",
"0500000US13197","Marion County, Georgia","7498","null","0","null","7498","null","0","null",
"0500000US13199","Meriwether County, Georgia","20613","null","0","null","20613","null","0","null",
"0500000US13201","Miller County, Georgia","6000","null","0","null","6000","null","0","null",
"0500000US13205","Mitchell County, Georgia","21755","null","5270","null","16485","null","0","null",
"0500000US13207","Monroe County, Georgia","27957","null","5078","null","22879","null","0","null",
"0500000US13209","Montgomery County, Georgia","8610","null","111","null","8499","null","0","null",
"0500000US13211","Morgan County, Georgia","20097","null","4709","null","15388","null","0","null",
"0500000US13213","Murray County, Georgia","39973","null","12808","null","27165","null","0","null",
"0500000US13215","Muscogee County, Georgia","206922","null","199149","null","7773","null","0","null",
"0500000US13217","Newton County, Georgia","112483","null","74267","null","38216","null","0","null",
"0500000US13219","Oconee County, Georgia","41799","null","19192","null","22607","null","0","null",
"0500000US13221","Oglethorpe County, Georgia","14825","null","0","null","14825","null","0","null",
"0500000US13223","Paulding County, Georgia","168661","null","134120","null","34541","null","0","null",
"0500000US13225","Peach County, Georgia","27981","null","16777","null","11204","null","0","null",
"0500000US13227","Pickens County, Georgia","33216","null","6384","null","26832","null","0","null",
"0500000US13229","Pierce County, Georgia","19716","null","253","null","19463","null","0","null",
"0500000US13231","Pike County, Georgia","18889","null","53","null","18836","null","0","null",
"0500000US13233","Polk County, Georgia","42853","null","20576","null","22277","null","0","null",
"0500000US13235","Pulaski County, Georgia","9855","null","0","null","9855","null","0","null",
"0500000US13237","Putnam County, Georgia","22047","null","0","null","22047","null","0","null",
"0500000US13239","Quitman County, Georgia","2235","null","588","null","1647","null","0","null",
"0500000US13241","Rabun County, Georgia","16883","null","0","null","16883","null","0","null",
"0500000US13243","Randolph County, Georgia","6425","null","0","null","6425","null","0","null",
"0500000US13245","Richmond County, Georgia","206607","null","189390","null","17217","null","0","null",
"0500000US13247","Rockdale County, Georgia","93570","null","80739","null","12831","null","0","null",
"0500000US13249","Schley County, Georgia","4547","null","0","null","4547","null","0","null",
"0500000US13251","Screven County, Georgia","14067","null","0","null","14067","null","0","null",
"0500000US13253","Seminole County, Georgia","9147","null","0","null","9147","null","0","null",
"0500000US13255","Spalding County, Georgia","67306","null","39944","null","27362","null","0","null",
"0500000US13257","Stephens County, Georgia","26784","null","11807","null","14977","null","0","null",
"0500000US13259","Stewart County, Georgia","5314","null","0","null","5314","null","0","null",
"0500000US13261","Sumter County, Georgia","29616","null","17407","null","12209","null","0","null",
"0500000US13263","Talbot County, Georgia","5733","null","0","null","5733","null","0","null",
"0500000US13265","Taliaferro County, Georgia","1559","null","0","null","1559","null","0","null",
"0500000US13267","Tattnall County, Georgia","22842","null","0","null","22842","null","0","null",
"0500000US13269","Taylor County, Georgia","7816","null","0","null","7816","null","0","null",
"0500000US13271","Telfair County, Georgia","12477","null","0","null","12477","null","0","null",
"0500000US13273","Terrell County, Georgia","9185","null","0","null","9185","null","0","null",
"0500000US13275","Thomas County, Georgia","45798","null","25231","null","20567","null","0","null",
"0500000US13277","Tift County, Georgia","41344","null","24580","null","16764","null","0","null",
"0500000US13279","Toombs County, Georgia","27030","null","13598","null","13432","null","0","null",
"0500000US13281","Towns County, Georgia","12493","null","0","null","12493","null","0","null",
"0500000US13283","Treutlen County, Georgia","6406","null","0","null","6406","null","0","null",
"0500000US13285","Troup County, Georgia","69426","null","37932","null","31494","null","0","null",
"0500000US13287","Turner County, Georgia","9006","null","4738","null","4268","null","0","null",
"0500000US13289","Twiggs County, Georgia","8022","null","0","null","8022","null","0","null",
"0500000US13291","Union County, Georgia","24632","null","0","null","24632","null","0","null",
"0500000US13293","Upson County, Georgia","27700","null","14765","null","12935","null","0","null",
"0500000US13295","Walker County, Georgia","67654","null","33139","null","34515","null","0","null",
"0500000US13297","Walton County, Georgia","96673","null","40544","null","56129","null","0","null",
"0500000US13299","Ware County, Georgia","36251","null","24610","null","11641","null","0","null",
"0500000US13301","Warren County, Georgia","5215","null","0","null","5215","null","0","null",
"0500000US13303","Washington County, Georgia","19988","null","7097","null","12891","null","0","null",
"0500000US13305","Wayne County, Georgia","30144","null","12772","null","17372","null","0","null",
"0500000US13307","Webster County, Georgia","2348","null","0","null","2348","null","0","null",
"0500000US13309","Wheeler County, Georgia","7471","null","0","null","7471","null","0","null",
"0500000US13311","White County, Georgia","28003","null","0","null","28003","null","0","null",
"0500000US13313","Whitfield County, Georgia","102864","null","66972","null","35892","null","0","null",
"0500000US13315","Wilcox County, Georgia","8766","null","0","null","8766","null","0","null",
"0500000US13317","Wilkes County, Georgia","9565","null","0","null","9565","null","0","null",
"0500000US13319","Wilkinson County, Georgia","8877","null","0","null","8877","null","0","null",
"0500000US13321","Worth County, Georgia","20784","null","6146","null","14638","null","0","null",
"0500000US15001","Hawaii County, Hawaii","200629","null","81258","null","119371","null","0","null",
"0500000US15003","Honolulu County, Hawaii","1016508","null","999341","null","17167","null","0","null",
"0500000US15005","Kalawao County, Hawaii","82","null","0","null","82","null","0","null",
"0500000US15007","Kauai County, Hawaii","73298","null","42365","null","30933","null","0","null",
"0500000US15009","Maui County, Hawaii","164754","null","129486","null","35268","null","0","null",
"0500000US16001","Ada County, Idaho","494967","null","467418","null","27549","null","0","null",
"0500000US16003","Adams County, Idaho","4379","null","0","null","4379","null","0","null",
"0500000US16005","Bannock County, Idaho","87018","null","72211","null","14807","null","0","null",
"0500000US16007","Bear Lake County, Idaho","6372","null","0","null","6372","null","0","null",
"0500000US16009","Benewah County, Idaho","9530","null","0","null","9530","null","0","null",
"0500000US16011","Bingham County, Idaho","47992","null","19340","null","28652","null","0","null",
"0500000US16013","Blaine County, Idaho","24272","null","18381","null","5891","null","0","null",
"0500000US16015","Boise County, Idaho","7610","null","0","null","7610","null","0","null",
"0500000US16017","Bonner County, Idaho","47110","null","12824","null","34286","null","0","null",
"0500000US16019","Bonneville County, Idaho","123964","null","105132","null","18832","null","0","null",
"0500000US16021","Boundary County, Idaho","12056","null","0","null","12056","null","0","null",
"0500000US16023","Butte County, Idaho","2574","null","0","null","2574","null","0","null",
"0500000US16025","Camas County, Idaho","1077","null","0","null","1077","null","0","null",
"0500000US16027","Canyon County, Idaho","231105","null","187826","null","43279","null","0","null",
"0500000US16029","Caribou County, Idaho","7027","null","0","null","7027","null","0","null",
"0500000US16031","Cassia County, Idaho","24655","null","12250","null","12405","null","0","null",
"0500000US16033","Clark County, Idaho","790","null","0","null","790","null","0","null",
"0500000US16035","Clearwater County, Idaho","8734","null","0","null","8734","null","0","null",
"0500000US16037","Custer County, Idaho","4275","null","0","null","4275","null","0","null",
"0500000US16039","Elmore County, Idaho","28666","null","17799","null","10867","null","0","null",
"0500000US16041","Franklin County, Idaho","14194","null","0","null","14194","null","0","null",
"0500000US16043","Fremont County, Idaho","13388","null","0","null","13388","null","0","null",
"0500000US16045","Gem County, Idaho","19123","null","10173","null","8950","null","0","null",
"0500000US16047","Gooding County, Idaho","15598","null","0","null","15598","null","0","null",
"0500000US16049","Idaho County, Idaho","16541","null","0","null","16541","null","0","null",
"0500000US16051","Jefferson County, Idaho","30891","null","10283","null","20608","null","0","null",
"0500000US16053","Jerome County, Idaho","24237","null","12405","null","11832","null","0","null",
"0500000US16055","Kootenai County, Idaho","171362","null","131072","null","40290","null","0","null",
"0500000US16057","Latah County, Idaho","39517","null","25914","null","13603","null","0","null",
"0500000US16059","Lemhi County, Idaho","7974","null","0","null","7974","null","0","null",
"0500000US16061","Lewis County, Idaho","3533","null","0","null","3533","null","0","null",
"0500000US16063","Lincoln County, Idaho","5127","null","0","null","5127","null","0","null",
"0500000US16065","Madison County, Idaho","52913","null","41330","null","11583","null","0","null",
"0500000US16067","Minidoka County, Idaho","21613","null","12025","null","9588","null","0","null",
"0500000US16069","Nez Perce County, Idaho","42090","null","34131","null","7959","null","0","null",
"0500000US16071","Oneida County, Idaho","4564","null","0","null","4564","null","0","null",
"0500000US16073","Owyhee County, Idaho","11913","null","0","null","11913","null","0","null",
"0500000US16075","Payette County, Idaho","25386","null","14916","null","10470","null","0","null",
"0500000US16077","Power County, Idaho","7878","null","0","null","7878","null","0","null",
"0500000US16079","Shoshone County, Idaho","13169","null","0","null","13169","null","0","null",
"0500000US16081","Teton County, Idaho","11630","null","0","null","11630","null","0","null",
"0500000US16083","Twin Falls County, Idaho","90046","null","58808","null","31238","null","0","null",
"0500000US16085","Valley County, Idaho","11746","null","3695","null","8051","null","0","null",
"0500000US16087","Washington County, Idaho","10500","null","5504","null","4996","null","0","null",
"0500000US17001","Adams County, Illinois","65737","null","43427","null","22310","null","0","null",
"0500000US17003","Alexander County, Illinois","5240","null","160","null","5080","null","0","null",
"0500000US17005","Bond County, Illinois","16725","null","6765","null","9960","null","0","null",
"0500000US17007","Boone County, Illinois","53448","null","37736","null","15712","null","0","null",
"0500000US17009","Brown County, Illinois","6244","null","0","null","6244","null","0","null",
"0500000US17011","Bureau County, Illinois","33244","null","14965","null","18279","null","0","null",
"0500000US17013","Calhoun County, Illinois","4437","null","0","null","4437","null","0","null",
"0500000US17015","Carroll County, Illinois","15702","null","0","null","15702","null","0","null",
"0500000US17017","Cass County, Illinois","13042","null","6262","null","6780","null","0","null",
"0500000US17019","Champaign County, Illinois","205865","null","173028","null","32837","null","0","null",
"0500000US17021","Christian County, Illinois","34032","null","16782","null","17250","null","0","null",
"0500000US17023","Clark County, Illinois","15455","null","0","null","15455","null","0","null",
"0500000US17025","Clay County, Illinois","13288","null","4793","null","8495","null","0","null",
"0500000US17027","Clinton County, Illinois","36899","null","7300","null","29599","null","0","null",
"0500000US17029","Coles County, Illinois","46863","null","34526","null","12337","null","0","null",
"0500000US17031","Cook County, Illinois","5275541","null","5272651","null","2890","null","0","null",
"0500000US17033","Crawford County, Illinois","18679","null","6134","null","12545","null","0","null",
"0500000US17035","Cumberland County, Illinois","10450","null","0","null","10450","null","0","null",
"0500000US17037","DeKalb County, Illinois","100420","null","78572","null","21848","null","0","null",
"0500000US17039","De Witt County, Illinois","15516","null","7323","null","8193","null","0","null",
"0500000US17041","Douglas County, Illinois","19740","null","4942","null","14798","null","0","null",
"0500000US17043","DuPage County, Illinois","932877","null","931125","null","1752","null","0","null",
"0500000US17045","Edgar County, Illinois","16866","null","8316","null","8550","null","0","null",
"0500000US17047","Edwards County, Illinois","6245","null","0","null","6245","null","0","null",
"0500000US17049","Effingham County, Illinois","34668","null","13990","null","20678","null","0","null",
"0500000US17051","Fayette County, Illinois","21488","null","8110","null","13378","null","0","null",
"0500000US17053","Ford County, Illinois","13534","null","4528","null","9006","null","0","null",
"0500000US17055","Franklin County, Illinois","37804","null","15426","null","22378","null","0","null",
"0500000US17057","Fulton County, Illinois","33609","null","13177","null","20432","null","0","null",
"0500000US17059","Gallatin County, Illinois","4946","null","0","null","4946","null","0","null",
"0500000US17061","Greene County, Illinois","11985","null","0","null","11985","null","0","null",
"0500000US17063","Grundy County, Illinois","52533","null","39385","null","13148","null","0","null",
"0500000US17065","Hamilton County, Illinois","7993","null","0","null","7993","null","0","null",
"0500000US17067","Hancock County, Illinois","17620","null","2814","null","14806","null","0","null",
"0500000US17069","Hardin County, Illinois","3649","null","0","null","3649","null","0","null",
"0500000US17071","Henderson County, Illinois","6387","null","34","null","6353","null","0","null",
"0500000US17073","Henry County, Illinois","49284","null","24740","null","24544","null","0","null",
"0500000US17075","Iroquois County, Illinois","27077","null","4671","null","22406","null","0","null",
"0500000US17077","Jackson County, Illinois","52974","null","31282","null","21692","null","0","null",
"0500000US17079","Jasper County, Illinois","9287","null","0","null","9287","null","0","null",
"0500000US17081","Jefferson County, Illinois","37113","null","15288","null","21825","null","0","null",
"0500000US17083","Jersey County, Illinois","21512","null","8731","null","12781","null","0","null",
"0500000US17085","Jo Daviess County, Illinois","22035","null","2558","null","19477","null","0","null",
"0500000US17087","Johnson County, Illinois","13308","null","0","null","13308","null","0","null",
"0500000US17089","Kane County, Illinois","516522","null","495745","null","20777","null","0","null",
"0500000US17091","Kankakee County, Illinois","107502","null","76967","null","30535","null","0","null",
"0500000US17093","Kendall County, Illinois","131869","null","116875","null","14994","null","0","null",
"0500000US17095","Knox County, Illinois","49967","null","33847","null","16120","null","0","null",
"0500000US17097","Lake County, Illinois","714342","null","704232","null","10110","null","0","null",
"0500000US17099","LaSalle County, Illinois","109658","null","75007","null","34651","null","0","null",
"0500000US17101","Lawrence County, Illinois","15280","null","4632","null","10648","null","0","null",
"0500000US17103","Lee County, Illinois","34145","null","15987","null","18158","null","0","null",
"0500000US17105","Livingston County, Illinois","35815","null","12680","null","23135","null","0","null",
"0500000US17107","Logan County, Illinois","27987","null","13990","null","13997","null","0","null",
"0500000US17109","McDonough County, Illinois","27238","null","15656","null","11582","null","0","null",
"0500000US17111","McHenry County, Illinois","310229","null","266519","null","43710","null","0","null",
"0500000US17113","McLean County, Illinois","170954","null","134100","null","36854","null","0","null",
"0500000US17115","Macon County, Illinois","103998","null","86287","null","17711","null","0","null",
"0500000US17117","Macoupin County, Illinois","44967","null","15505","null","29462","null","0","null",
"0500000US17119","Madison County, Illinois","265859","null","222154","null","43705","null","0","null",
"0500000US17121","Marion County, Illinois","37729","null","19697","null","18032","null","0","null",
"0500000US17123","Marshall County, Illinois","11742","null","0","null","11742","null","0","null",
"0500000US17125","Mason County, Illinois","13086","null","0","null","13086","null","0","null",
"0500000US17127","Massac County, Illinois","14169","null","6676","null","7493","null","0","null",
"0500000US17129","Menard County, Illinois","12297","null","0","null","12297","null","0","null",
"0500000US17131","Mercer County, Illinois","15699","null","0","null","15699","null","0","null",
"0500000US17133","Monroe County, Illinois","34962","null","20453","null","14509","null","0","null",
"0500000US17135","Montgomery County, Illinois","28288","null","13230","null","15058","null","0","null",
"0500000US17137","Morgan County, Illinois","32915","null","21003","null","11912","null","0","null",
"0500000US17139","Moultrie County, Illinois","14526","null","4414","null","10112","null","0","null",
"0500000US17141","Ogle County, Illinois","51788","null","16638","null","35150","null","0","null",
"0500000US17143","Peoria County, Illinois","181830","null","151023","null","30807","null","0","null",
"0500000US17145","Perry County, Illinois","20945","null","5933","null","15012","null","0","null",
"0500000US17147","Piatt County, Illinois","16673","null","5985","null","10688","null","0","null",
"0500000US17149","Pike County, Illinois","14739","null","0","null","14739","null","0","null",
"0500000US17151","Pope County, Illinois","3763","null","0","null","3763","null","0","null",
"0500000US17153","Pulaski County, Illinois","5193","null","0","null","5193","null","0","null",
"0500000US17155","Putnam County, Illinois","5637","null","0","null","5637","null","0","null",
"0500000US17157","Randolph County, Illinois","30163","null","6338","null","23825","null","0","null",
"0500000US17159","Richland County, Illinois","15813","null","8642","null","7171","null","0","null",
"0500000US17161","Rock Island County, Illinois","144672","null","127971","null","16701","null","0","null",
"0500000US17163","St. Clair County, Illinois","257400","null","220963","null","36437","null","0","null",
"0500000US17165","Saline County, Illinois","23768","null","8283","null","15485","null","0","null",
"0500000US17167","Sangamon County, Illinois","196343","null","159265","null","37078","null","0","null",
"0500000US17169","Schuyler County, Illinois","6902","null","0","null","6902","null","0","null",
"0500000US17171","Scott County, Illinois","4949","null","0","null","4949","null","0","null",
"0500000US17173","Shelby County, Illinois","20990","null","4924","null","16066","null","0","null",
"0500000US17175","Stark County, Illinois","5400","null","0","null","5400","null","0","null",
"0500000US17177","Stephenson County, Illinois","44630","null","24135","null","20495","null","0","null",
"0500000US17179","Tazewell County, Illinois","131343","null","102681","null","28662","null","0","null",
"0500000US17181","Union County, Illinois","17244","null","6068","null","11176","null","0","null",
"0500000US17183","Vermilion County, Illinois","74188","null","44856","null","29332","null","0","null",
"0500000US17185","Wabash County, Illinois","11361","null","6963","null","4398","null","0","null",
"0500000US17187","Warren County, Illinois","16835","null","9189","null","7646","null","0","null",
"0500000US17189","Washington County, Illinois","13761","null","94","null","13667","null","0","null",
"0500000US17191","Wayne County, Illinois","16179","null","4766","null","11413","null","0","null",
"0500000US17193","White County, Illinois","13877","null","5067","null","8810","null","0","null",
"0500000US17195","Whiteside County, Illinois","55691","null","31437","null","24254","null","0","null",
"0500000US17197","Will County, Illinois","696355","null","662409","null","33946","null","0","null",
"0500000US17199","Williamson County, Illinois","67153","null","39597","null","27556","null","0","null",
"0500000US17201","Winnebago County, Illinois","285350","null","257688","null","27662","null","0","null",
"0500000US17203","Woodford County, Illinois","38467","null","11478","null","26989","null","0","null",
"0500000US18001","Adams County, Indiana","35809","null","10441","null","25368","null","0","null",
"0500000US18003","Allen County, Indiana","385410","null","335620","null","49790","null","0","null",
"0500000US18005","Bartholomew County, Indiana","82208","null","56975","null","25233","null","0","null",
"0500000US18007","Benton County, Indiana","8719","null","0","null","8719","null","0","null",
"0500000US18009","Blackford County, Indiana","12112","null","6135","null","5977","null","0","null",
"0500000US18011","Boone County, Indiana","70812","null","51557","null","19255","null","0","null",
"0500000US18013","Brown County, Indiana","15475","null","0","null","15475","null","0","null",
"0500000US18015","Carroll County, Indiana","20306","null","1103","null","19203","null","0","null",
"0500000US18017","Cass County, Indiana","37870","null","20374","null","17496","null","0","null",
"0500000US18019","Clark County, Indiana","121093","null","95263","null","25830","null","0","null",
"0500000US18021","Clay County, Indiana","26466","null","10587","null","15879","null","0","null",
"0500000US18023","Clinton County, Indiana","33190","null","16775","null","16415","null","0","null",
"0500000US18025","Crawford County, Indiana","10526","null","0","null","10526","null","0","null",
"0500000US18027","Daviess County, Indiana","33381","null","12920","null","20461","null","0","null",
"0500000US18029","Dearborn County, Indiana","50679","null","20165","null","30514","null","0","null",
"0500000US18031","Decatur County, Indiana","26472","null","12529","null","13943","null","0","null",
"0500000US18033","DeKalb County, Indiana","43265","null","20346","null","22919","null","0","null",
"0500000US18035","Delaware County, Indiana","111903","null","86099","null","25804","null","0","null",
"0500000US18037","Dubois County, Indiana","43637","null","22866","null","20771","null","0","null",
"0500000US18039","Elkhart County, Indiana","207047","null","158893","null","48154","null","0","null",
"0500000US18041","Fayette County, Indiana","23398","null","14401","null","8997","null","0","null",
"0500000US18043","Floyd County, Indiana","80484","null","53078","null","27406","null","0","null",
"0500000US18045","Fountain County, Indiana","16479","null","0","null","16479","null","0","null",
"0500000US18047","Franklin County, Indiana","22785","null","2538","null","20247","null","0","null",
"0500000US18049","Fulton County, Indiana","20480","null","7333","null","13147","null","0","null",
"0500000US18051","Gibson County, Indiana","33011","null","8343","null","24668","null","0","null",
"0500000US18053","Grant County, Indiana","66674","null","40961","null","25713","null","0","null",
"0500000US18055","Greene County, Indiana","30803","null","5298","null","25505","null","0","null",
"0500000US18057","Hamilton County, Indiana","347467","null","327520","null","19947","null","0","null",
"0500000US18059","Hancock County, Indiana","79840","null","57744","null","22096","null","0","null",
"0500000US18061","Harrison County, Indiana","39654","null","5696","null","33958","null","0","null",
"0500000US18063","Hendricks County, Indiana","174788","null","148149","null","26639","null","0","null",
"0500000US18065","Henry County, Indiana","48914","null","18555","null","30359","null","0","null",
"0500000US18067","Howard County, Indiana","83658","null","62191","null","21467","null","0","null",
"0500000US18069","Huntington County, Indiana","36662","null","17555","null","19107","null","0","null",
"0500000US18071","Jackson County, Indiana","46428","null","24247","null","22181","null","0","null",
"0500000US18073","Jasper County, Indiana","32918","null","5509","null","27409","null","0","null",
"0500000US18075","Jay County, Indiana","20478","null","6364","null","14114","null","0","null",
"0500000US18077","Jefferson County, Indiana","33147","null","17447","null","15700","null","0","null",
"0500000US18079","Jennings County, Indiana","27613","null","6936","null","20677","null","0","null",
"0500000US18081","Johnson County, Indiana","161765","null","141165","null","20600","null","0","null",
"0500000US18083","Knox County, Indiana","36282","null","19800","null","16482","null","0","null",
"0500000US18085","Kosciusko County, Indiana","80240","null","41433","null","38807","null","0","null",
"0500000US18087","LaGrange County, Indiana","40446","null","0","null","40446","null","0","null",
"0500000US18089","Lake County, Indiana","498700","null","476075","null","22625","null","0","null",
"0500000US18091","LaPorte County, Indiana","112417","null","71361","null","41056","null","0","null",
"0500000US18093","Lawrence County, Indiana","45011","null","14432","null","30579","null","0","null",
"0500000US18095","Madison County, Indiana","130129","null","98088","null","32041","null","0","null",
"0500000US18097","Marion County, Indiana","977203","null","968609","null","8594","null","0","null",
"0500000US18099","Marshall County, Indiana","46095","null","12279","null","33816","null","0","null",
"0500000US18101","Martin County, Indiana","9812","null","0","null","9812","null","0","null",
"0500000US18103","Miami County, Indiana","35962","null","19578","null","16384","null","0","null",
"0500000US18105","Monroe County, Indiana","139718","null","110103","null","29615","null","0","null",
"0500000US18107","Montgomery County, Indiana","37936","null","17863","null","20073","null","0","null",
"0500000US18109","Morgan County, Indiana","71780","null","32947","null","38833","null","0","null",
"0500000US18111","Newton County, Indiana","13830","null","0","null","13830","null","0","null",
"0500000US18113","Noble County, Indiana","47457","null","10587","null","36870","null","0","null",
"0500000US18115","Ohio County, Indiana","5940","null","0","null","5940","null","0","null",
"0500000US18117","Orange County, Indiana","19867","null","0","null","19867","null","0","null",
"0500000US18119","Owen County, Indiana","21321","null","0","null","21321","null","0","null",
"0500000US18121","Parke County, Indiana","16156","null","101","null","16055","null","0","null",
"0500000US18123","Perry County, Indiana","19170","null","8761","null","10409","null","0","null",
"0500000US18125","Pike County, Indiana","12250","null","0","null","12250","null","0","null",
"0500000US18127","Porter County, Indiana","173215","null","132372","null","40843","null","0","null",
"0500000US18129","Posey County, Indiana","25222","null","7463","null","17759","null","0","null",
"0500000US18131","Pulaski County, Indiana","12514","null","0","null","12514","null","0","null",
"0500000US18133","Putnam County, Indiana","36726","null","10190","null","26536","null","0","null",
"0500000US18135","Randolph County, Indiana","24502","null","8192","null","16310","null","0","null",
"0500000US18137","Ripley County, Indiana","28995","null","5403","null","23592","null","0","null",
"0500000US18139","Rush County, Indiana","16752","null","6469","null","10283","null","0","null",
"0500000US18141","St. Joseph County, Indiana","272912","null","245568","null","27344","null","0","null",
"0500000US18143","Scott County, Indiana","24384","null","7578","null","16806","null","0","null",
"0500000US18145","Shelby County, Indiana","45055","null","21360","null","23695","null","0","null",
"0500000US18147","Spencer County, Indiana","19810","null","0","null","19810","null","0","null",
"0500000US18149","Starke County, Indiana","23371","null","0","null","23371","null","0","null",
"0500000US18151","Steuben County, Indiana","34435","null","12686","null","21749","null","0","null",
"0500000US18153","Sullivan County, Indiana","20817","null","4874","null","15943","null","0","null",
"0500000US18155","Switzerland County, Indiana","9737","null","0","null","9737","null","0","null",
"0500000US18157","Tippecanoe County, Indiana","186251","null","157100","null","29151","null","0","null",
"0500000US18159","Tipton County, Indiana","15359","null","5907","null","9452","null","0","null",
"0500000US18161","Union County, Indiana","7087","null","0","null","7087","null","0","null",
"0500000US18163","Vanderburgh County, Indiana","180136","null","165803","null","14333","null","0","null",
"0500000US18165","Vermillion County, Indiana","15439","null","6383","null","9056","null","0","null",
"0500000US18167","Vigo County, Indiana","106153","null","79862","null","26291","null","0","null",
"0500000US18169","Wabash County, Indiana","30976","null","15442","null","15534","null","0","null",
"0500000US18171","Warren County, Indiana","8440","null","0","null","8440","null","0","null",
"0500000US18173","Warrick County, Indiana","63898","null","46811","null","17087","null","0","null",
"0500000US18175","Washington County, Indiana","28182","null","6617","null","21565","null","0","null",
"0500000US18177","Wayne County, Indiana","66553","null","41463","null","25090","null","0","null",
"0500000US18179","Wells County, Indiana","28180","null","10346","null","17834","null","0","null",
"0500000US18181","White County, Indiana","24688","null","9532","null","15156","null","0","null",
"0500000US18183","Whitley County, Indiana","34191","null","10570","null","23621","null","0","null",
"0500000US19001","Adair County, Iowa","7496","null","0","null","7496","null","0","null",
"0500000US19003","Adams County, Iowa","3704","null","0","null","3704","null","0","null",
"0500000US19005","Allamakee County, Iowa","14061","null","0","null","14061","null","0","null",
"0500000US19007","Appanoose County, Iowa","12317","null","5269","null","7048","null","0","null",
"0500000US19009","Audubon County, Iowa","5674","null","0","null","5674","null","0","null",
"0500000US19011","Benton County, Iowa","25575","null","4780","null","20795","null","0","null",
"0500000US19013","Black Hawk County, Iowa","131144","null","114139","null","17005","null","0","null",
"0500000US19015","Boone County, Iowa","26715","null","12511","null","14204","null","0","null",
"0500000US19017","Bremer County, Iowa","24988","null","9159","null","15829","null","0","null",
"0500000US19019","Buchanan County, Iowa","20565","null","6771","null","13794","null","0","null",
"0500000US19021","Buena Vista County, Iowa","20823","null","11860","null","8963","null","0","null",
"0500000US19023","Butler County, Iowa","14334","null","0","null","14334","null","0","null",
"0500000US19025","Calhoun County, Iowa","9927","null","0","null","9927","null","0","null",
"0500000US19027","Carroll County, Iowa","20760","null","10150","null","10610","null","0","null",
"0500000US19029","Cass County, Iowa","13127","null","6608","null","6519","null","0","null",
"0500000US19031","Cedar County, Iowa","18505","null","0","null","18505","null","0","null",
"0500000US19033","Cerro Gordo County, Iowa","43127","null","34360","null","8767","null","0","null",
"0500000US19035","Cherokee County, Iowa","11658","null","4705","null","6953","null","0","null",
"0500000US19037","Chickasaw County, Iowa","12012","null","0","null","12012","null","0","null",
"0500000US19039","Clarke County, Iowa","9748","null","5283","null","4465","null","0","null",
"0500000US19041","Clay County, Iowa","16384","null","10967","null","5417","null","0","null",
"0500000US19043","Clayton County, Iowa","17043","null","158","null","16885","null","0","null",
"0500000US19045","Clinton County, Iowa","46460","null","32453","null","14007","null","0","null",
"0500000US19047","Crawford County, Iowa","16525","null","8142","null","8383","null","0","null",
"0500000US19049","Dallas County, Iowa","99678","null","78398","null","21280","null","0","null",
"0500000US19051","Davis County, Iowa","9110","null","0","null","9110","null","0","null",
"0500000US19053","Decatur County, Iowa","7645","null","0","null","7645","null","0","null",
"0500000US19055","Delaware County, Iowa","17488","null","4913","null","12575","null","0","null",
"0500000US19057","Des Moines County, Iowa","38910","null","28413","null","10497","null","0","null",
"0500000US19059","Dickinson County, Iowa","17703","null","12956","null","4747","null","0","null",
"0500000US19061","Dubuque County, Iowa","99266","null","67774","null","31492","null","0","null",
"0500000US19063","Emmet County, Iowa","9388","null","5774","null","3614","null","0","null",
"0500000US19065","Fayette County, Iowa","19509","null","5871","null","13638","null","0","null",
"0500000US19067","Floyd County, Iowa","15627","null","7255","null","8372","null","0","null",
"0500000US19069","Franklin County, Iowa","10019","null","0","null","10019","null","0","null",
"0500000US19071","Fremont County, Iowa","6605","null","9","null","6596","null","0","null",
"0500000US19073","Greene County, Iowa","8771","null","0","null","8771","null","0","null",
"0500000US19075","Grundy County, Iowa","12329","null","0","null","12329","null","0","null",
"0500000US19077","Guthrie County, Iowa","10623","null","0","null","10623","null","0","null",
"0500000US19079","Hamilton County, Iowa","15039","null","7606","null","7433","null","0","null",
"0500000US19081","Hancock County, Iowa","10795","null","0","null","10795","null","0","null",
"0500000US19083","Hardin County, Iowa","16878","null","5058","null","11820","null","0","null",
"0500000US19085","Harrison County, Iowa","14582","null","0","null","14582","null","0","null",
"0500000US19087","Henry County, Iowa","20482","null","9284","null","11198","null","0","null",
"0500000US19089","Howard County, Iowa","9469","null","0","null","9469","null","0","null",
